instrument,locale,key,english,extracted,flags,status
F1,ilo,level:FACILITYHEADSURVEY_LEVEL,,,no paper span found under this anchor,unmatched
F1,ilo,record:A_FACILITY_HEAD_PROFILE,,,no paper span found under this anchor,unmatched
F1,ilo,record:A_INFORMED_CONSENT,,,no paper span found under this anchor,unmatched
F1,ilo,record:B_FACILITY_PROFILE,,,no paper span found under this anchor,unmatched
F1,ilo,record:C_UHC_IMPLEMENTATION,,,no paper span found under this anchor,unmatched
F1,ilo,record:D_YAKAP_KONSULTA,,,no paper span found under this anchor,unmatched
F1,ilo,record:E_BUCAS_GAMOT,,,no paper span found under this anchor,unmatched
F1,ilo,record:FIELD_CONTROL,,,no paper span found under this anchor,unmatched
F1,ilo,record:F_DOH_LICENSING,,,no paper span found under this anchor,unmatched
F1,ilo,record:G_SERVICE_DELIVERY,,,no paper span found under this anchor,unmatched
F1,ilo,record:HEALTH_FACILITY_AND_GEOGRAPHIC_IDENTIFICATION,,,no paper span found under this anchor,unmatched
F1,ilo,record:H_HUMAN_RESOURCES,,,no paper span found under this anchor,unmatched
F1,ilo,record:REC_FACILITY_CAPTURE,,,no paper span found under this anchor,unmatched
F1,ilo,vs:REGION_VS1,,,no paper span found under this anchor,unmatched
F3,fil,dict:PATIENTSURVEY_DICT,,,no paper span found under this anchor,unmatched
F3,fil,item:REGION,,,no paper span found under this anchor,unmatched
F3,fil,level:PATIENTSURVEY_LEVEL,,,no paper span found under this anchor,unmatched
F3,fil,record:A_INFORMED_CONSENT,,,no paper span found under this anchor,unmatched
F3,fil,record:B_PATIENT_PROFILE,,,no paper span found under this anchor,unmatched
F3,fil,record:C_UHC_AWARENESS,,,no paper span found under this anchor,unmatched
F3,fil,record:D_PHILHEALTH_REG,,,no paper span found under this anchor,unmatched
F3,fil,record:E_PRIMARY_CARE,,,no paper span found under this anchor,unmatched
F3,fil,record:FIELD_CONTROL,,,no paper span found under this anchor,unmatched
F3,fil,record:F_HEALTH_SEEKING,,,no paper span found under this anchor,unmatched
F3,fil,record:G_OUTPATIENT_CARE,,,no paper span found under this anchor,unmatched
F3,fil,record:G_OUTPATIENT_CARE_2,,,no paper span found under this anchor,unmatched
F3,fil,record:G_OUTPATIENT_CARE_3,,,no paper span found under this anchor,unmatched
F3,fil,record:G_OUTPATIENT_CARE_4,,,no paper span found under this anchor,unmatched
F3,fil,record:G_OUTPATIENT_CARE_5,,,no paper span found under this anchor,unmatched
F3,fil,record:G_OUTPATIENT_CARE_6,,,no paper span found under this anchor,unmatched
F3,fil,record:G_OUTPATIENT_CARE_7,,,no paper span found under this anchor,unmatched
F3,fil,record:H_INPATIENT_CARE,,,no paper span found under this anchor,unmatched
F3,fil,record:H_INPATIENT_CARE_2,,,no paper span found under this anchor,unmatched
F3,fil,record:H_INPATIENT_CARE_3,,,no paper span found under this anchor,unmatched
F3,fil,record:H_INPATIENT_CARE_4,,,no paper span found under this anchor,unmatched
F3,fil,record:H_INPATIENT_CARE_5,,,no paper span found under this anchor,unmatched
F3,fil,record:I_FINANCIAL_RISK,,,no paper span found under this anchor,unmatched
F3,fil,record:J_SATISFACTION,,,no paper span found under this anchor,unmatched
F3,fil,record:K_ACCESS_MEDICINES,,,no paper span found under this anchor,unmatched
F3,fil,record:L_REFERRALS,,,no paper span found under this anchor,unmatched
F3,fil,record:PATIENT_GEO_ID,,,no paper span found under this anchor,unmatched
F3,fil,record:Q107_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,fil,record:Q109_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,fil,record:Q112_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,fil,record:Q113_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,fil,record:Q92_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,fil,record:Q94_LAB_ROSTER,,,no paper span found under this anchor,unmatched
F3,fil,record:Q96_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,fil,record:Q971_ROSTER,,,no paper span found under this anchor,unmatched
F3,fil,record:Q972_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,fil,record:Q98_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,fil,record:REC_CASE_VERIFICATION,,,no paper span found under this anchor,unmatched
F3,fil,record:REC_FACILITY_CAPTURE,,,no paper span found under this anchor,unmatched
F3,fil,record:REC_PATIENT_HOME_CAPTURE,,,no paper span found under this anchor,unmatched
F3,fil,vs:P_REGION_VS1,,,no paper span found under this anchor,unmatched
F3,fil,vs:REGION_VS1,,,no paper span found under this anchor,unmatched
F3,bcl,dict:PATIENTSURVEY_DICT,,,no paper span found under this anchor,unmatched
F3,bcl,item:REGION,,,no paper span found under this anchor,unmatched
F3,bcl,level:PATIENTSURVEY_LEVEL,,,no paper span found under this anchor,unmatched
F3,bcl,record:A_INFORMED_CONSENT,,,no paper span found under this anchor,unmatched
F3,bcl,record:B_PATIENT_PROFILE,,,no paper span found under this anchor,unmatched
F3,bcl,record:C_UHC_AWARENESS,,,no paper span found under this anchor,unmatched
F3,bcl,record:D_PHILHEALTH_REG,,,no paper span found under this anchor,unmatched
F3,bcl,record:E_PRIMARY_CARE,,,no paper span found under this anchor,unmatched
F3,bcl,record:FIELD_CONTROL,,,no paper span found under this anchor,unmatched
F3,bcl,record:F_HEALTH_SEEKING,,,no paper span found under this anchor,unmatched
F3,bcl,record:G_OUTPATIENT_CARE,,,no paper span found under this anchor,unmatched
F3,bcl,record:G_OUTPATIENT_CARE_2,,,no paper span found under this anchor,unmatched
F3,bcl,record:G_OUTPATIENT_CARE_3,,,no paper span found under this anchor,unmatched
F3,bcl,record:G_OUTPATIENT_CARE_4,,,no paper span found under this anchor,unmatched
F3,bcl,record:G_OUTPATIENT_CARE_5,,,no paper span found under this anchor,unmatched
F3,bcl,record:G_OUTPATIENT_CARE_6,,,no paper span found under this anchor,unmatched
F3,bcl,record:G_OUTPATIENT_CARE_7,,,no paper span found under this anchor,unmatched
F3,bcl,record:H_INPATIENT_CARE,,,no paper span found under this anchor,unmatched
F3,bcl,record:H_INPATIENT_CARE_2,,,no paper span found under this anchor,unmatched
F3,bcl,record:H_INPATIENT_CARE_3,,,no paper span found under this anchor,unmatched
F3,bcl,record:H_INPATIENT_CARE_4,,,no paper span found under this anchor,unmatched
F3,bcl,record:H_INPATIENT_CARE_5,,,no paper span found under this anchor,unmatched
F3,bcl,record:I_FINANCIAL_RISK,,,no paper span found under this anchor,unmatched
F3,bcl,record:J_SATISFACTION,,,no paper span found under this anchor,unmatched
F3,bcl,record:K_ACCESS_MEDICINES,,,no paper span found under this anchor,unmatched
F3,bcl,record:L_REFERRALS,,,no paper span found under this anchor,unmatched
F3,bcl,record:PATIENT_GEO_ID,,,no paper span found under this anchor,unmatched
F3,bcl,record:Q107_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,bcl,record:Q109_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,bcl,record:Q112_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,bcl,record:Q113_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,bcl,record:Q92_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,bcl,record:Q94_LAB_ROSTER,,,no paper span found under this anchor,unmatched
F3,bcl,record:Q96_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,bcl,record:Q971_ROSTER,,,no paper span found under this anchor,unmatched
F3,bcl,record:Q972_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,bcl,record:Q98_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,bcl,record:REC_CASE_VERIFICATION,,,no paper span found under this anchor,unmatched
F3,bcl,record:REC_FACILITY_CAPTURE,,,no paper span found under this anchor,unmatched
F3,bcl,record:REC_PATIENT_HOME_CAPTURE,,,no paper span found under this anchor,unmatched
F3,bcl,vs:P_REGION_VS1,,,no paper span found under this anchor,unmatched
F3,bcl,vs:REGION_VS1,,,no paper span found under this anchor,unmatched
F3,bis,dict:PATIENTSURVEY_DICT,,,no paper span found under this anchor,unmatched
F3,bis,item:REGION,,,no paper span found under this anchor,unmatched
F3,bis,level:PATIENTSURVEY_LEVEL,,,no paper span found under this anchor,unmatched
F3,bis,record:A_INFORMED_CONSENT,,,no paper span found under this anchor,unmatched
F3,bis,record:B_PATIENT_PROFILE,,,no paper span found under this anchor,unmatched
F3,bis,record:C_UHC_AWARENESS,,,no paper span found under this anchor,unmatched
F3,bis,record:D_PHILHEALTH_REG,,,no paper span found under this anchor,unmatched
F3,bis,record:E_PRIMARY_CARE,,,no paper span found under this anchor,unmatched
F3,bis,record:FIELD_CONTROL,,,no paper span found under this anchor,unmatched
F3,bis,record:F_HEALTH_SEEKING,,,no paper span found under this anchor,unmatched
F3,bis,record:G_OUTPATIENT_CARE,,,no paper span found under this anchor,unmatched
F3,bis,record:G_OUTPATIENT_CARE_2,,,no paper span found under this anchor,unmatched
F3,bis,record:G_OUTPATIENT_CARE_3,,,no paper span found under this anchor,unmatched
F3,bis,record:G_OUTPATIENT_CARE_4,,,no paper span found under this anchor,unmatched
F3,bis,record:G_OUTPATIENT_CARE_5,,,no paper span found under this anchor,unmatched
F3,bis,record:G_OUTPATIENT_CARE_6,,,no paper span found under this anchor,unmatched
F3,bis,record:G_OUTPATIENT_CARE_7,,,no paper span found under this anchor,unmatched
F3,bis,record:H_INPATIENT_CARE,,,no paper span found under this anchor,unmatched
F3,bis,record:H_INPATIENT_CARE_2,,,no paper span found under this anchor,unmatched
F3,bis,record:H_INPATIENT_CARE_3,,,no paper span found under this anchor,unmatched
F3,bis,record:H_INPATIENT_CARE_4,,,no paper span found under this anchor,unmatched
F3,bis,record:H_INPATIENT_CARE_5,,,no paper span found under this anchor,unmatched
F3,bis,record:I_FINANCIAL_RISK,,,no paper span found under this anchor,unmatched
F3,bis,record:J_SATISFACTION,,,no paper span found under this anchor,unmatched
F3,bis,record:K_ACCESS_MEDICINES,,,no paper span found under this anchor,unmatched
F3,bis,record:L_REFERRALS,,,no paper span found under this anchor,unmatched
F3,bis,record:PATIENT_GEO_ID,,,no paper span found under this anchor,unmatched
F3,bis,record:Q107_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,bis,record:Q109_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,bis,record:Q112_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,bis,record:Q113_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,bis,record:Q92_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,bis,record:Q94_LAB_ROSTER,,,no paper span found under this anchor,unmatched
F3,bis,record:Q96_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,bis,record:Q971_ROSTER,,,no paper span found under this anchor,unmatched
F3,bis,record:Q972_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,bis,record:Q98_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,bis,record:REC_CASE_VERIFICATION,,,no paper span found under this anchor,unmatched
F3,bis,record:REC_FACILITY_CAPTURE,,,no paper span found under this anchor,unmatched
F3,bis,record:REC_PATIENT_HOME_CAPTURE,,,no paper span found under this anchor,unmatched
F3,bis,vs:P_REGION_VS1,,,no paper span found under this anchor,unmatched
F3,bis,vs:REGION_VS1,,,no paper span found under this anchor,unmatched
F3,ceb,dict:PATIENTSURVEY_DICT,,,no paper span found under this anchor,unmatched
F3,ceb,item:REGION,,,no paper span found under this anchor,unmatched
F3,ceb,level:PATIENTSURVEY_LEVEL,,,no paper span found under this anchor,unmatched
F3,ceb,record:A_INFORMED_CONSENT,,,no paper span found under this anchor,unmatched
F3,ceb,record:B_PATIENT_PROFILE,,,no paper span found under this anchor,unmatched
F3,ceb,record:C_UHC_AWARENESS,,,no paper span found under this anchor,unmatched
F3,ceb,record:D_PHILHEALTH_REG,,,no paper span found under this anchor,unmatched
F3,ceb,record:E_PRIMARY_CARE,,,no paper span found under this anchor,unmatched
F3,ceb,record:FIELD_CONTROL,,,no paper span found under this anchor,unmatched
F3,ceb,record:F_HEALTH_SEEKING,,,no paper span found under this anchor,unmatched
F3,ceb,record:G_OUTPATIENT_CARE,,,no paper span found under this anchor,unmatched
F3,ceb,record:G_OUTPATIENT_CARE_2,,,no paper span found under this anchor,unmatched
F3,ceb,record:G_OUTPATIENT_CARE_3,,,no paper span found under this anchor,unmatched
F3,ceb,record:G_OUTPATIENT_CARE_4,,,no paper span found under this anchor,unmatched
F3,ceb,record:G_OUTPATIENT_CARE_5,,,no paper span found under this anchor,unmatched
F3,ceb,record:G_OUTPATIENT_CARE_6,,,no paper span found under this anchor,unmatched
F3,ceb,record:G_OUTPATIENT_CARE_7,,,no paper span found under this anchor,unmatched
F3,ceb,record:H_INPATIENT_CARE,,,no paper span found under this anchor,unmatched
F3,ceb,record:H_INPATIENT_CARE_2,,,no paper span found under this anchor,unmatched
F3,ceb,record:H_INPATIENT_CARE_3,,,no paper span found under this anchor,unmatched
F3,ceb,record:H_INPATIENT_CARE_4,,,no paper span found under this anchor,unmatched
F3,ceb,record:H_INPATIENT_CARE_5,,,no paper span found under this anchor,unmatched
F3,ceb,record:I_FINANCIAL_RISK,,,no paper span found under this anchor,unmatched
F3,ceb,record:J_SATISFACTION,,,no paper span found under this anchor,unmatched
F3,ceb,record:K_ACCESS_MEDICINES,,,no paper span found under this anchor,unmatched
F3,ceb,record:L_REFERRALS,,,no paper span found under this anchor,unmatched
F3,ceb,record:PATIENT_GEO_ID,,,no paper span found under this anchor,unmatched
F3,ceb,record:Q107_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,ceb,record:Q109_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,ceb,record:Q112_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,ceb,record:Q113_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,ceb,record:Q92_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,ceb,record:Q94_LAB_ROSTER,,,no paper span found under this anchor,unmatched
F3,ceb,record:Q96_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,ceb,record:Q971_ROSTER,,,no paper span found under this anchor,unmatched
F3,ceb,record:Q972_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,ceb,record:Q98_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,ceb,record:REC_CASE_VERIFICATION,,,no paper span found under this anchor,unmatched
F3,ceb,record:REC_FACILITY_CAPTURE,,,no paper span found under this anchor,unmatched
F3,ceb,record:REC_PATIENT_HOME_CAPTURE,,,no paper span found under this anchor,unmatched
F3,ceb,vs:P_REGION_VS1,,,no paper span found under this anchor,unmatched
F3,ceb,vs:REGION_VS1,,,no paper span found under this anchor,unmatched
F3,war,dict:PATIENTSURVEY_DICT,,,no paper span found under this anchor,unmatched
F3,war,item:REGION,,,no paper span found under this anchor,unmatched
F3,war,level:PATIENTSURVEY_LEVEL,,,no paper span found under this anchor,unmatched
F3,war,record:A_INFORMED_CONSENT,,,no paper span found under this anchor,unmatched
F3,war,record:B_PATIENT_PROFILE,,,no paper span found under this anchor,unmatched
F3,war,record:C_UHC_AWARENESS,,,no paper span found under this anchor,unmatched
F3,war,record:D_PHILHEALTH_REG,,,no paper span found under this anchor,unmatched
F3,war,record:E_PRIMARY_CARE,,,no paper span found under this anchor,unmatched
F3,war,record:FIELD_CONTROL,,,no paper span found under this anchor,unmatched
F3,war,record:F_HEALTH_SEEKING,,,no paper span found under this anchor,unmatched
F3,war,record:G_OUTPATIENT_CARE,,,no paper span found under this anchor,unmatched
F3,war,record:G_OUTPATIENT_CARE_2,,,no paper span found under this anchor,unmatched
F3,war,record:G_OUTPATIENT_CARE_3,,,no paper span found under this anchor,unmatched
F3,war,record:G_OUTPATIENT_CARE_4,,,no paper span found under this anchor,unmatched
F3,war,record:G_OUTPATIENT_CARE_5,,,no paper span found under this anchor,unmatched
F3,war,record:G_OUTPATIENT_CARE_6,,,no paper span found under this anchor,unmatched
F3,war,record:G_OUTPATIENT_CARE_7,,,no paper span found under this anchor,unmatched
F3,war,record:H_INPATIENT_CARE,,,no paper span found under this anchor,unmatched
F3,war,record:H_INPATIENT_CARE_2,,,no paper span found under this anchor,unmatched
F3,war,record:H_INPATIENT_CARE_3,,,no paper span found under this anchor,unmatched
F3,war,record:H_INPATIENT_CARE_4,,,no paper span found under this anchor,unmatched
F3,war,record:H_INPATIENT_CARE_5,,,no paper span found under this anchor,unmatched
F3,war,record:I_FINANCIAL_RISK,,,no paper span found under this anchor,unmatched
F3,war,record:J_SATISFACTION,,,no paper span found under this anchor,unmatched
F3,war,record:K_ACCESS_MEDICINES,,,no paper span found under this anchor,unmatched
F3,war,record:L_REFERRALS,,,no paper span found under this anchor,unmatched
F3,war,record:PATIENT_GEO_ID,,,no paper span found under this anchor,unmatched
F3,war,record:Q107_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,war,record:Q109_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,war,record:Q112_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,war,record:Q113_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,war,record:Q92_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,war,record:Q94_LAB_ROSTER,,,no paper span found under this anchor,unmatched
F3,war,record:Q96_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,war,record:Q971_ROSTER,,,no paper span found under this anchor,unmatched
F3,war,record:Q972_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,war,record:Q98_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,war,record:REC_CASE_VERIFICATION,,,no paper span found under this anchor,unmatched
F3,war,record:REC_FACILITY_CAPTURE,,,no paper span found under this anchor,unmatched
F3,war,record:REC_PATIENT_HOME_CAPTURE,,,no paper span found under this anchor,unmatched
F3,war,vs:P_REGION_VS1,,,no paper span found under this anchor,unmatched
F3,war,vs:REGION_VS1,,,no paper span found under this anchor,unmatched
F3,hil,dict:PATIENTSURVEY_DICT,,,no paper span found under this anchor,unmatched
F3,hil,item:REGION,,,no paper span found under this anchor,unmatched
F3,hil,level:PATIENTSURVEY_LEVEL,,,no paper span found under this anchor,unmatched
F3,hil,record:A_INFORMED_CONSENT,,,no paper span found under this anchor,unmatched
F3,hil,record:B_PATIENT_PROFILE,,,no paper span found under this anchor,unmatched
F3,hil,record:C_UHC_AWARENESS,,,no paper span found under this anchor,unmatched
F3,hil,record:D_PHILHEALTH_REG,,,no paper span found under this anchor,unmatched
F3,hil,record:E_PRIMARY_CARE,,,no paper span found under this anchor,unmatched
F3,hil,record:FIELD_CONTROL,,,no paper span found under this anchor,unmatched
F3,hil,record:F_HEALTH_SEEKING,,,no paper span found under this anchor,unmatched
F3,hil,record:G_OUTPATIENT_CARE,,,no paper span found under this anchor,unmatched
F3,hil,record:G_OUTPATIENT_CARE_2,,,no paper span found under this anchor,unmatched
F3,hil,record:G_OUTPATIENT_CARE_3,,,no paper span found under this anchor,unmatched
F3,hil,record:G_OUTPATIENT_CARE_4,,,no paper span found under this anchor,unmatched
F3,hil,record:G_OUTPATIENT_CARE_5,,,no paper span found under this anchor,unmatched
F3,hil,record:G_OUTPATIENT_CARE_6,,,no paper span found under this anchor,unmatched
F3,hil,record:G_OUTPATIENT_CARE_7,,,no paper span found under this anchor,unmatched
F3,hil,record:H_INPATIENT_CARE,,,no paper span found under this anchor,unmatched
F3,hil,record:H_INPATIENT_CARE_2,,,no paper span found under this anchor,unmatched
F3,hil,record:H_INPATIENT_CARE_3,,,no paper span found under this anchor,unmatched
F3,hil,record:H_INPATIENT_CARE_4,,,no paper span found under this anchor,unmatched
F3,hil,record:H_INPATIENT_CARE_5,,,no paper span found under this anchor,unmatched
F3,hil,record:I_FINANCIAL_RISK,,,no paper span found under this anchor,unmatched
F3,hil,record:J_SATISFACTION,,,no paper span found under this anchor,unmatched
F3,hil,record:K_ACCESS_MEDICINES,,,no paper span found under this anchor,unmatched
F3,hil,record:L_REFERRALS,,,no paper span found under this anchor,unmatched
F3,hil,record:PATIENT_GEO_ID,,,no paper span found under this anchor,unmatched
F3,hil,record:Q107_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,hil,record:Q109_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,hil,record:Q112_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,hil,record:Q113_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,hil,record:Q92_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,hil,record:Q94_LAB_ROSTER,,,no paper span found under this anchor,unmatched
F3,hil,record:Q96_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,hil,record:Q971_ROSTER,,,no paper span found under this anchor,unmatched
F3,hil,record:Q972_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,hil,record:Q98_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,hil,record:REC_CASE_VERIFICATION,,,no paper span found under this anchor,unmatched
F3,hil,record:REC_FACILITY_CAPTURE,,,no paper span found under this anchor,unmatched
F3,hil,record:REC_PATIENT_HOME_CAPTURE,,,no paper span found under this anchor,unmatched
F3,hil,vs:P_REGION_VS1,,,no paper span found under this anchor,unmatched
F3,hil,vs:REGION_VS1,,,no paper span found under this anchor,unmatched
F3,ilo,dict:PATIENTSURVEY_DICT,,,no paper span found under this anchor,unmatched
F3,ilo,item:REGION,,,no paper span found under this anchor,unmatched
F3,ilo,level:PATIENTSURVEY_LEVEL,,,no paper span found under this anchor,unmatched
F3,ilo,record:A_INFORMED_CONSENT,,,no paper span found under this anchor,unmatched
F3,ilo,record:B_PATIENT_PROFILE,,,no paper span found under this anchor,unmatched
F3,ilo,record:C_UHC_AWARENESS,,,no paper span found under this anchor,unmatched
F3,ilo,record:D_PHILHEALTH_REG,,,no paper span found under this anchor,unmatched
F3,ilo,record:E_PRIMARY_CARE,,,no paper span found under this anchor,unmatched
F3,ilo,record:FIELD_CONTROL,,,no paper span found under this anchor,unmatched
F3,ilo,record:F_HEALTH_SEEKING,,,no paper span found under this anchor,unmatched
F3,ilo,record:G_OUTPATIENT_CARE,,,no paper span found under this anchor,unmatched
F3,ilo,record:G_OUTPATIENT_CARE_2,,,no paper span found under this anchor,unmatched
F3,ilo,record:G_OUTPATIENT_CARE_3,,,no paper span found under this anchor,unmatched
F3,ilo,record:G_OUTPATIENT_CARE_4,,,no paper span found under this anchor,unmatched
F3,ilo,record:G_OUTPATIENT_CARE_5,,,no paper span found under this anchor,unmatched
F3,ilo,record:G_OUTPATIENT_CARE_6,,,no paper span found under this anchor,unmatched
F3,ilo,record:G_OUTPATIENT_CARE_7,,,no paper span found under this anchor,unmatched
F3,ilo,record:H_INPATIENT_CARE,,,no paper span found under this anchor,unmatched
F3,ilo,record:H_INPATIENT_CARE_2,,,no paper span found under this anchor,unmatched
F3,ilo,record:H_INPATIENT_CARE_3,,,no paper span found under this anchor,unmatched
F3,ilo,record:H_INPATIENT_CARE_4,,,no paper span found under this anchor,unmatched
F3,ilo,record:H_INPATIENT_CARE_5,,,no paper span found under this anchor,unmatched
F3,ilo,record:I_FINANCIAL_RISK,,,no paper span found under this anchor,unmatched
F3,ilo,record:J_SATISFACTION,,,no paper span found under this anchor,unmatched
F3,ilo,record:K_ACCESS_MEDICINES,,,no paper span found under this anchor,unmatched
F3,ilo,record:L_REFERRALS,,,no paper span found under this anchor,unmatched
F3,ilo,record:PATIENT_GEO_ID,,,no paper span found under this anchor,unmatched
F3,ilo,record:Q107_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,ilo,record:Q109_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,ilo,record:Q112_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,ilo,record:Q113_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,ilo,record:Q92_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,ilo,record:Q94_LAB_ROSTER,,,no paper span found under this anchor,unmatched
F3,ilo,record:Q96_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,ilo,record:Q971_ROSTER,,,no paper span found under this anchor,unmatched
F3,ilo,record:Q972_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,ilo,record:Q98_PAY_ROSTER,,,no paper span found under this anchor,unmatched
F3,ilo,record:REC_CASE_VERIFICATION,,,no paper span found under this anchor,unmatched
F3,ilo,record:REC_FACILITY_CAPTURE,,,no paper span found under this anchor,unmatched
F3,ilo,record:REC_PATIENT_HOME_CAPTURE,,,no paper span found under this anchor,unmatched
F3,ilo,vs:P_REGION_VS1,,,no paper span found under this anchor,unmatched
F3,ilo,vs:REGION_VS1,,,no paper span found under this anchor,unmatched
F4,fil,dict:HOUSEHOLDSURVEY_DICT,,,no paper span found under this anchor,unmatched
F4,fil,item:REGION,,,no paper span found under this anchor,unmatched
F4,fil,level:HOUSEHOLDSURVEY_LEVEL,,,no paper span found under this anchor,unmatched
F4,fil,record:A_INFORMED_CONSENT,,,no paper span found under this anchor,unmatched
F4,fil,record:B_RESPONDENT_PROFILE,,,no paper span found under this anchor,unmatched
F4,fil,record:C_HH_PRIVATE_INS_GATE,,,no paper span found under this anchor,unmatched
F4,fil,record:C_HOUSEHOLD_ROSTER,,,no paper span found under this anchor,unmatched
F4,fil,record:C_PRIVATE_INS_ROSTER,,,no paper span found under this anchor,unmatched
F4,fil,record:D_UHC_AWARENESS,,,no paper span found under this anchor,unmatched
F4,fil,record:E_YAKAP_KONSULTA,,,no paper span found under this anchor,unmatched
F4,fil,record:FIELD_CONTROL,,,no paper span found under this anchor,unmatched
F4,fil,record:F_BUCAS_AWARENESS,,,no paper span found under this anchor,unmatched
F4,fil,record:G_ACCESS_MEDICINES,,,no paper span found under this anchor,unmatched
F4,fil,record:HOUSEHOLD_GEO_ID,,,no paper span found under this anchor,unmatched
F4,fil,record:H_PHILHEALTH_REG,,,no paper span found under this anchor,unmatched
F4,fil,record:I_PRIMARY_CARE,,,no paper span found under this anchor,unmatched
F4,fil,record:J_HEALTH_SEEKING,,,no paper span found under this anchor,unmatched
F4,fil,record:K_REFERRALS,,,no paper span found under this anchor,unmatched
F4,fil,record:L_NBB_AWARENESS,,,no paper span found under this anchor,unmatched
F4,fil,record:M_ZBB_MAIFIP_BILL,,,no paper span found under this anchor,unmatched
F4,fil,record:N_FOOD_ROSTER,,,no paper span found under this anchor,unmatched
F4,fil,record:N_H12M_ROSTER,,,no paper span found under this anchor,unmatched
F4,fil,record:N_H12M_TOTAL,,,no paper span found under this anchor,unmatched
F4,fil,record:N_H1M_ROSTER,,,no paper span found under this anchor,unmatched
F4,fil,record:N_H1M_TOTAL,,,no paper span found under this anchor,unmatched
F4,fil,record:N_H6M_ROSTER,,,no paper span found under this anchor,unmatched
F4,fil,record:N_H6M_TOTAL,,,no paper span found under this anchor,unmatched
F4,fil,record:N_HOUSEHOLD_EXPENDITURES,,,no paper span found under this anchor,unmatched
F4,fil,record:N_NF12M_ROSTER,,,no paper span found under this anchor,unmatched
F4,fil,record:N_NF1M_ROSTER,,,no paper span found under this anchor,unmatched
F4,fil,record:N_NF6M_ROSTER,,,no paper span found under this anchor,unmatched
F4,fil,record:N_WKOTH_ROSTER,,,no paper span found under this anchor,unmatched
F4,fil,record:O_SOURCES_OF_FUNDS,,,no paper span found under this anchor,unmatched
F4,fil,record:P_FINANCIAL_RISK,,,no paper span found under this anchor,unmatched
F4,fil,record:Q_FINANCIAL_ANXIETY,,,no paper span found under this anchor,unmatched
F4,fil,record:REC_CASE_VERIFICATION,,,no paper span found under this anchor,unmatched
F4,fil,val:Q195_INCOME_PCT_VS1:3,,,no paper span found under this anchor,unmatched
